canonical,winner_provider,winner_source,winner_id,winner_name,future_programmes,future_hours,desc_pct,rank_score,alternatives_count,alternatives,decision
algérie 4,epgshare,AE1,Algérie.4.ae,Algérie 4,90,81.7,100.0,287.3,0,,UNIQUE
algérie 6,epgshare,AE1,Algérie.6.HD.ae,Algérie 6 HD,90,81.7,100.0,287.3,0,,UNIQUE
echorouk,epgshare,AE1,Echorouk.TV.HD.ae,Echorouk TV HD,90,81.7,100.0,287.3,0,,UNIQUE
dubai,epgshare,AE1,Dubai.HD.ae,Dubai HD,87,83.2,100.0,287.22,1,epgshare:AE1:Dubai.ae:214.85,WINNER_OF_DUPLICATES
abu dhabi,epgshare,AE1,Abu.Dhabi.HD.ae,Abu Dhabi HD,89,81.7,100.0,286.6,0,,UNIQUE
cbc sofra,epgshare,AE1,CBC.Sofra.ae,CBC Sofra,88,82.2,100.0,286.57,0,,UNIQUE
العربية بيزنس مباشر,epgshare,AE1,ar:.العربية.بيزنس.-.مباشر.ae,ar: العربية بيزنس - مباشر,77,81.7,100.0,286.2,0,,UNIQUE
رابح صقر ae,openepg,uae6,رابح صقر.ae,رابح صقر.ae,443,44.3,0.0,285.81,0,,UNIQUE
فيروز ae,openepg,uae6,فيروز.ae,فيروز.ae,699,44.3,0.0,285.81,0,,UNIQUE
آسيا نت,epgshare,AE1,ar:.آسيا.نت.ae,ar: آسيا نت,75,82.2,100.0,285.47,0,,UNIQUE
mbc 3 sa,openepg,saudiarabia5,MBC 3.sa,MBC 3.sa,127,57.7,100.0,284.8,4,openepg:saudiarabia1:MBC 3.sa:270.66;openepg:saudiarabia2:MBC 3.sa:222.31;openepg:saudiarabia4:MBC 3 HD.sa:222.31;openepg:saudiarabia3:MBC 3 HD.sa:166.87,WINNER_OF_DUPLICATES
al aoula,epgshare,AE1,Al.Aoula.ae,Al Aoula,118,64.7,100.0,283.94,0,,UNIQUE
kbs world,epgshare,AE1,KBS.World.ae,KBS World,85,81.8,100.0,283.93,0,,UNIQUE
ten,epgshare,AE1,Ten.ae,Ten,85,81.7,100.0,283.8,0,,UNIQUE
oman mubasher,epgshare,AE1,Oman.TV.Mubasher.HD.ae,Oman TV Mubasher HD,85,81.7,100.0,283.8,0,,UNIQUE
al rayyan,epgshare,AE1,Al.Rayyan.HD.ae,Al Rayyan HD,85,81.7,100.0,283.8,0,,UNIQUE
palestine edu,epgshare,AE1,Palestine.Edu.HD.ae,Palestine Edu HD,83,82.7,100.0,283.75,0,,UNIQUE
nile culture,epgshare,AE1,Nile.Culture.ae,Nile Culture,83,82.7,100.0,283.75,0,,UNIQUE
asharq discovery,epgshare,AE1,Asharq.Discovery.HD.ae,Asharq Discovery HD,83,82.7,100.0,283.75,0,,UNIQUE
mbc bollywood,epgshare,AE1,MBC.Bollywood.ae,MBC Bollywood,77,81.9,100.0,283.47,0,,UNIQUE
al nahar,epgshare,AE1,Al.Nahar.TV.ae,Al Nahar TV,83,81.7,100.0,282.39,0,,UNIQUE
al dafrah,epgshare,AE1,Al.Dafrah.HD.ae,Al Dafrah HD,83,81.7,100.0,282.39,0,,UNIQUE
al hayah 2,epgshare,AE1,Al.Hayah.2.ae,Al Hayah 2,78,83.8,100.0,281.73,0,,UNIQUE
al kahera wal nas,epgshare,AE1,Al.Kahera.Wal.Nas.ae,Al Kahera Wal Nas,78,83.8,100.0,281.73,0,,UNIQUE
mbc drama,epgshare,AE1,MBC.Drama.ae,MBC Drama,82,81.7,100.0,281.7,0,,UNIQUE
rotana drama,epgshare,AE1,Rotana.Drama.ae,Rotana Drama,82,81.7,100.0,281.7,0,,UNIQUE
al hadath,epgshare,AE1,Al.Hadath.ae,Al Hadath,82,81.7,100.0,281.7,0,,UNIQUE
sky news arabia,epgshare,AE1,Sky.News.Arabia.HD.ae,Sky News Arabia HD,82,81.7,100.0,281.7,0,,UNIQUE
egyptian,epgshare,AE1,Egyptian.TV.HD.ae,Egyptian TV HD,82,81.7,100.0,281.7,0,,UNIQUE
al kahera 3,epgshare,AE1,Al.Kahera.3.ae,Al Kahera 3,82,81.7,100.0,281.7,0,,UNIQUE
al kanal 4,epgshare,AE1,Al.Kanal.4.ae,Al Kanal 4,82,81.7,100.0,281.7,0,,UNIQUE
al askandria 5,epgshare,AE1,Al.Askandria.5.ae,Al Askandria 5,82,81.7,100.0,281.7,0,,UNIQUE
al delta 6,epgshare,AE1,Al.Delta.6.ae,Al Delta 6,82,81.7,100.0,281.7,0,,UNIQUE
al saeed 7,epgshare,AE1,Al.Saeed.7.ae,Al Saeed 7,82,81.7,100.0,281.7,0,,UNIQUE
teba 8,epgshare,AE1,Teba.8.ae,Teba 8,82,81.7,100.0,281.7,0,,UNIQUE
extra live,epgshare,AE1,Extra.live.ae,Extra live,82,81.7,100.0,281.7,0,,UNIQUE
al ghad,epgshare,AE1,Al.Ghad.ae,Al Ghad,82,81.7,100.0,281.7,0,,UNIQUE
iraq 24,epgshare,AE1,Iraq.24.HD.ae,Iraq 24 HD,82,81.7,100.0,281.7,0,,UNIQUE
karbala,epgshare,AE1,Karbala.TV.HD.ae,Karbala TV HD,82,81.7,100.0,281.7,0,,UNIQUE
al forat,epgshare,AE1,Al.Forat.ae,Al Forat,82,81.7,100.0,281.7,0,,UNIQUE
iraq now,epgshare,AE1,Iraq.Now.ae,Iraq Now,82,81.7,100.0,281.7,0,,UNIQUE
alawla,epgshare,AE1,Alawla.ae,Alawla,82,81.7,100.0,281.7,0,,UNIQUE
al iraqiya kurd,epgshare,AE1,Al.Iraqiya.Kurd.ae,Al Iraqiya Kurd,82,81.7,100.0,281.7,0,,UNIQUE
kurdistan,epgshare,AE1,Kurdistan.TV.ae,Kurdistan TV,82,81.7,100.0,281.7,0,,UNIQUE
kurdmax,epgshare,AE1,KurdMax.HD.ae,KurdMax HD,82,81.7,100.0,281.7,0,,UNIQUE
kurdsat,epgshare,AE1,Kurdsat.ae,Kurdsat,82,81.7,100.0,281.7,0,,UNIQUE
rûdaw,epgshare,AE1,Rûdaw.TV.HD.ae,Rûdaw TV HD,82,81.7,100.0,281.7,0,,UNIQUE
speda,epgshare,AE1,Speda.HD.ae,Speda HD,82,81.7,100.0,281.7,0,,UNIQUE
zagros,epgshare,AE1,Zagros.ae,Zagros,82,81.7,100.0,281.7,0,,UNIQUE
nile family,epgshare,AE1,Nile.Family.ae,Nile Family,82,81.7,100.0,281.7,0,,UNIQUE
al nahar drama,epgshare,AE1,Al.Nahar.Drama.ae,Al Nahar Drama,82,81.7,100.0,281.7,0,,UNIQUE
sada el balad drama,epgshare,AE1,Sada.El.Balad.Drama.ae,Sada El Balad Drama,82,81.7,100.0,281.7,0,,UNIQUE
palestine live,epgshare,AE1,Palestine.Live.HD.ae,Palestine Live HD,82,81.7,100.0,281.7,0,,UNIQUE
falestinona,epgshare,AE1,falestinona.TV.ae,falestinona TV,82,81.7,100.0,281.7,0,,UNIQUE
al mayadeen,epgshare,AE1,Al.Mayadeen.HD.ae,Al Mayadeen HD,82,81.7,100.0,281.7,0,,UNIQUE
al iraqiya news,epgshare,AE1,Al.Iraqiya.News.HD.ae,Al Iraqiya News HD,82,81.7,100.0,281.7,0,,UNIQUE
al sharqiya news,epgshare,AE1,Al.sharqiya.News.HD.ae,Al sharqiya News HD,82,81.7,100.0,281.7,0,,UNIQUE
osntv kids sa,openepg,saudiarabia5,OSNtv Kids.sa,OSNtv Kids.sa,122,57.7,100.0,281.3,0,,UNIQUE
al rasheed,epgshare,AE1,Al.Rasheed.TV.HD.ae,Al Rasheed TV HD,81,81.7,100.0,281.0,0,,UNIQUE
iraq al hadath,epgshare,AE1,Iraq.Al.Hadath.ae,Iraq Al Hadath,81,81.7,100.0,281.0,0,,UNIQUE
starzplay sports 1,epgshare,AE1,en:.STARZPLAY.Sports.1.ae,en: STARZPLAY Sports 1,81,81.7,100.0,281.0,0,,UNIQUE
starzplay sports 2,epgshare,AE1,en:.STARZPLAY.Sports.2.ae,en: STARZPLAY Sports 2,81,81.7,100.0,281.0,0,,UNIQUE
yas extra,epgshare,AE1,en:.YAS.TV.Extra.ae,en: YAS TV Extra,81,81.7,100.0,281.0,0,,UNIQUE
zamalek,epgshare,AE1,Zamalek.TV.ae,Zamalek TV,76,84.2,100.0,280.87,0,,UNIQUE
hogan,epgshare,AE1,Hogan.TV.ae,Hogan TV,76,84.2,100.0,280.87,0,,UNIQUE
yalla mosar3a,epgshare,AE1,Yalla.Mosar3a.ae,Yalla Mosar3a,76,84.2,100.0,280.87,0,,UNIQUE
libya sport,epgshare,AE1,Libya.Sport.ae,Libya Sport,76,84.2,100.0,280.87,0,,UNIQUE
libya sport 2,epgshare,AE1,Libya.Sport.2.HD.ae,Libya Sport 2 HD,76,84.2,100.0,280.87,0,,UNIQUE
alkass one,epgshare,AE1,Alkass.One.HD.ae,Alkass One HD,76,84.2,100.0,280.87,0,,UNIQUE
one movies,epgshare,AE1,One.Movies.ae,One Movies,71,82.7,100.0,280.35,0,,UNIQUE
dolly movies,epgshare,AE1,Dolly.Movies.ae,Dolly Movies,71,82.7,100.0,280.35,0,,UNIQUE
sada el balad,epgshare,AE1,Sada.El.Balad.ae,Sada El Balad,80,81.7,100.0,280.3,0,,UNIQUE
ad sports extra,epgshare,AE1,en:.AD.Sports.Extra.ae,en: AD Sports Extra,80,81.7,100.0,280.3,0,,UNIQUE
sony,epgshare,AE1,en:.Sony.TV.ae,en: Sony TV,79,82.2,100.0,280.27,0,,UNIQUE
sama dubai,epgshare,AE1,Sama.Dubai.HD.ae,Sama Dubai HD,79,81.9,100.0,279.87,1,epgshare:AE1:Sama.Dubai.ae:191.86,WINNER_OF_DUPLICATES
rotana khalijia,epgshare,AE1,Rotana.Khalijia.ae,Rotana Khalijia,79,81.7,100.0,279.6,0,,UNIQUE
cbc drama,epgshare,AE1,CBC.Drama.ae,CBC Drama,79,81.7,100.0,279.6,0,,UNIQUE
al oula,epgshare,AE1,Al.Oula.ae,Al Oula,77,82.7,100.0,279.55,0,,UNIQUE
al rayyan al qadeem,epgshare,AE1,Al.Rayyan.Al.Qadeem.HD.ae,Al Rayyan Al Qadeem HD,77,82.7,100.0,279.55,0,,UNIQUE
آسيا نت بلس,epgshare,AE1,ar:.آسيا.نت.بلس.ae,ar: آسيا نت بلس,66,82.2,100.0,279.17,0,,UNIQUE
tunisia nat 2,epgshare,AE1,Tunisia.Nat.2.ae,Tunisia Nat 2,77,81.7,100.0,278.2,0,,UNIQUE
el fadjrdrama dz,epgshare,AE1,EL.FadjrDrama.DZ.HD.ae,EL FadjrDrama DZ HD,77,81.7,100.0,278.2,0,,UNIQUE
zaytoona,epgshare,AE1,Zaytoona.ae,Zaytoona,77,81.7,100.0,278.2,0,,UNIQUE
amman,epgshare,AE1,Amman.TV.HD.ae,Amman TV HD,77,81.7,100.0,278.2,0,,UNIQUE
al mamlaka,epgshare,AE1,Al.Mamlaka.TV.HD.ae,Al Mamlaka TV HD,77,81.7,100.0,278.2,0,,UNIQUE
al arabiya business live,epgshare,AE1,en:.Al.Arabiya.Business.-.Live.ae,en: Al Arabiya Business - Live,77,81.7,100.0,278.2,0,,UNIQUE
al thanya,epgshare,AE1,Al.Thanya.ae,Al Thanya,76,82.2,100.0,278.17,0,,UNIQUE
al masriyah,epgshare,AE1,Al.Masriyah.ae,Al Masriyah,76,82.2,100.0,278.17,0,,UNIQUE
al shams,epgshare,AE1,Al.Shams.TV.ae,Al Shams TV,76,82.2,100.0,278.17,0,,UNIQUE
al hayah,epgshare,AE1,Al.Hayah.HD.ae,Al Hayah HD,76,82.2,100.0,278.17,0,,UNIQUE
zahra,epgshare,AE1,Zahra.TV.ae,Zahra TV,75,82.7,100.0,278.14,0,,UNIQUE
al araby 2,epgshare,AE1,Al.Araby.2.HD.ae,Al Araby 2 HD,75,82.7,100.0,278.14,0,,UNIQUE
baynounah,epgshare,AE1,Baynounah.TV.HD.ae,Baynounah TV HD,75,82.7,100.0,278.14,0,,UNIQUE
asharq documentary,epgshare,AE1,Asharq.Documentary.HD.ae,Asharq Documentary HD,75,82.7,100.0,278.14,0,,UNIQUE
al jazeera documentary,epgshare,AE1,Al.Jazeera.Documentary.HD.ae,Al Jazeera Documentary HD,75,82.7,100.0,278.14,0,,UNIQUE
france 24 sa,openepg,saudiarabia1,France 24.sa,France 24.sa,155,37.9,100.0,277.66,1,openepg:saudiarabia2:France 24.sa:221.05,WINNER_OF_DUPLICATES
dubai racing 2,epgshare,AE1,Dubai.Racing.2.ae,Dubai Racing 2,71,84.3,100.0,277.5,0,,UNIQUE
sharjah sports,epgshare,AE1,Sharjah.Sports.HD.ae,Sharjah Sports HD,71,84.3,100.0,277.5,0,,UNIQUE
asianet me,epgshare,AE1,en:.Asianet.ME.ae,en: Asianet ME,75,82.2,100.0,277.47,0,,UNIQUE
nick jr sa,openepg,saudiarabia5,Nick Jr HD.sa,Nick Jr HD.sa,115,57.7,100.0,276.39,0,,UNIQUE
panorama food,epgshare,AE1,Panorama.Food.ae,Panorama Food,71,83.2,100.0,276.02,0,,UNIQUE
rt documentary sa,openepg,saudiarabia1,RT Documentary.sa,RT Documentary.sa,152,37.9,100.0,275.56,1,openepg:saudiarabia2:RT Documentary.sa:221.62,WINNER_OF_DUPLICATES
dmc drama,epgshare,AE1,DMC.Drama.ae,DMC Drama,71,82.7,100.0,275.35,0,,UNIQUE
el omda drama,epgshare,AE1,El.Omda.Drama.ae,El Omda Drama,71,82.7,100.0,275.35,0,,UNIQUE
el omda hekayat film,epgshare,AE1,El.Omda.Hekayat.Film.ae,El Omda Hekayat Film,71,82.7,100.0,275.35,0,,UNIQUE
el omda al yom,epgshare,AE1,El.Omda.Al.yom.ae,El Omda Al yom,71,82.7,100.0,275.35,0,,UNIQUE
elasema welanas,epgshare,AE1,Elasema.welanas.ae,Elasema welanas,71,82.7,100.0,275.35,0,,UNIQUE
alking drama,epgshare,AE1,Alking.Drama.TV.ae,Alking Drama TV,71,82.7,100.0,275.35,0,,UNIQUE
one drama,epgshare,AE1,One.Drama.ae,One Drama,71,82.7,100.0,275.35,0,,UNIQUE
al shasha cinema,epgshare,AE1,Al.Shasha.Cinema.ae,Al Shasha Cinema,71,82.7,100.0,275.35,0,,UNIQUE
al shasha musalsalat,epgshare,AE1,Al.Shasha.Musalsalat.ae,Al Shasha Musalsalat,71,82.7,100.0,275.35,0,,UNIQUE
al shasha hekayat,epgshare,AE1,Al.Shasha.Hekayat.ae,Al Shasha Hekayat,71,82.7,100.0,275.35,0,,UNIQUE
al shasha drama,epgshare,AE1,Al.Shasha.Drama.ae,Al Shasha Drama,71,82.7,100.0,275.35,0,,UNIQUE
al shasha film,epgshare,AE1,Al.Shasha.Film.ae,Al Shasha Film,71,82.7,100.0,275.35,0,,UNIQUE
al shasha alwan,epgshare,AE1,Al.Shasha.Alwan.ae,Al Shasha Alwan,71,82.7,100.0,275.35,0,,UNIQUE
al dawaar,epgshare,AE1,Al.Dawaar.ae,Al Dawaar,71,82.7,100.0,275.35,0,,UNIQUE
alsukariya drama,epgshare,AE1,AlSukariya.Drama.ae,AlSukariya Drama,71,82.7,100.0,275.35,0,,UNIQUE
sukariya cinema,epgshare,AE1,Sukariya.Cinema.ae,Sukariya Cinema,71,82.7,100.0,275.35,0,,UNIQUE
sukariya hekayat,epgshare,AE1,Sukariya.Hekayat.ae,Sukariya Hekayat,71,82.7,100.0,275.35,0,,UNIQUE
sukariya zaman,epgshare,AE1,Sukariya.Zaman.ae,Sukariya Zaman,71,82.7,100.0,275.35,0,,UNIQUE
sukariya classic,epgshare,AE1,Sukariya.Classic.ae,Sukariya Classic,71,82.7,100.0,275.35,0,,UNIQUE
elzaeem cinema,epgshare,AE1,Elzaeem.Cinema.ae,Elzaeem Cinema,71,82.7,100.0,275.35,0,,UNIQUE
elzaeem drama,epgshare,AE1,Elzaeem.Drama.ae,Elzaeem Drama,71,82.7,100.0,275.35,0,,UNIQUE
dolly drama,epgshare,AE1,Dolly.Drama.ae,Dolly Drama,71,82.7,100.0,275.35,0,,UNIQUE
dolly mosalsalat,epgshare,AE1,Dolly.Mosalsalat.ae,Dolly Mosalsalat,71,82.7,100.0,275.35,0,,UNIQUE
dolly alyoom,epgshare,AE1,Dolly.Alyoom.ae,Dolly Alyoom,71,82.7,100.0,275.35,0,,UNIQUE
dolly cinema,epgshare,AE1,Dolly.Cinema.ae,Dolly Cinema,71,82.7,100.0,275.35,0,,UNIQUE
alfa cinema,epgshare,AE1,Alfa.Cinema.ae,Alfa Cinema,71,82.7,100.0,275.35,0,,UNIQUE
alfa drama,epgshare,AE1,Alfa.Drama.ae,Alfa Drama,71,82.7,100.0,275.35,0,,UNIQUE
alfa hekayat,epgshare,AE1,Alfa.Hekayat.ae,Alfa Hekayat,71,82.7,100.0,275.35,0,,UNIQUE
ifilm arabic,epgshare,AE1,iFilm.Arabic.ae,iFilm Arabic,71,82.7,100.0,275.35,0,,UNIQUE
nile life,epgshare,AE1,Nile.Life.ae,Nile Life,72,81.7,100.0,274.7,0,,UNIQUE
mbc masr,epgshare,AE1,MBC.Masr.HD.ae,MBC Masr HD,71,82.1,100.0,274.53,0,,UNIQUE
sudan,epgshare,AE1,Sudan.TV.ae,Sudan TV,71,81.7,100.0,274.0,0,,UNIQUE
on drama,epgshare,AE1,On.Drama.ae,On Drama,71,81.7,100.0,274.0,0,,UNIQUE
fujairah,epgshare,AE1,Fujairah.HD.ae,Fujairah HD,71,81.7,100.0,274.0,0,,UNIQUE
on time sport 2,epgshare,AE1,On.Time.Sport.2.HD.ae,On Time Sport 2 HD,68,82.7,100.0,273.25,0,,UNIQUE
nile sport,epgshare,AE1,Nile.Sport.ae,Nile Sport,68,82.7,100.0,273.25,0,,UNIQUE
al ahly,epgshare,AE1,Al.Ahly.TV.HD.ae,Al Ahly TV HD,68,82.7,100.0,273.25,0,,UNIQUE
sbc,epgshare,AE1,SBC.HD.ae,SBC HD,67,82.7,100.0,272.55,0,,UNIQUE
ad sports 1,epgshare,AE1,AD.Sports.1.HD.ae,AD Sports 1 HD,67,82.7,100.0,272.55,0,,UNIQUE
roya,epgshare,AE1,Roya.TV.HD.ae,Roya TV HD,63,84.2,100.0,271.77,0,,UNIQUE
bilad,epgshare,AE1,Bilad.ae,Bilad,40,95.7,100.0,271.2,0,,UNIQUE
el hayat,epgshare,AE1,El.Hayat.TV.ae,El Hayat TV,40,95.7,100.0,271.2,0,,UNIQUE
al 24 news,epgshare,AE1,Al.24.News.ae,Al 24 News,40,95.7,100.0,271.2,0,,UNIQUE
nile news,epgshare,AE1,Nile.News.ae,Nile News,40,95.7,100.0,271.2,0,,UNIQUE
halab today,epgshare,AE1,Halab.Today.TV.ae,Halab Today TV,40,95.7,100.0,271.2,0,,UNIQUE
yemen today,epgshare,AE1,Yemen.Today.TV.ae,Yemen Today TV,40,95.7,100.0,271.2,0,,UNIQUE
al saeedah,epgshare,AE1,Al.Saeedah.ae,Al Saeedah,40,95.7,100.0,271.2,0,,UNIQUE
almasirah,epgshare,AE1,Almasirah.TV.ae,Almasirah TV,40,95.7,100.0,271.2,0,,UNIQUE
almasirah mubasher,epgshare,AE1,Almasirah.TV.Mubasher.ae,Almasirah TV Mubasher,40,95.7,100.0,271.2,0,,UNIQUE
suhail,epgshare,AE1,Suhail.TV.ae,Suhail TV,40,95.7,100.0,271.2,0,,UNIQUE
masrah masr,epgshare,SA2,EN:.Masrah.Masr.Channel.sa,EN: Masrah Masr Channel,67,81.7,100.0,271.2,0,,UNIQUE
asianet plus,epgshare,AE1,en:.Asianet.Plus.HD.ae,en: Asianet Plus HD,66,82.2,100.0,271.17,0,,UNIQUE
ad sports 2,epgshare,AE1,AD.Sports.2.HD.ae,AD Sports 2 HD,65,82.7,100.0,271.14,0,,UNIQUE
dmc,epgshare,AE1,DMC.ae,DMC,63,83.2,100.0,270.42,0,,UNIQUE
al kahera wal nas 2,epgshare,AE1,Al.Kahera.Wal.Nas.2.ae,Al Kahera Wal Nas 2,65,81.9,100.0,270.06,0,,UNIQUE
lbc,epgshare,AE1,LBC.ae,LBC,65,81.7,100.0,269.8,0,,UNIQUE
mbc masr drama,epgshare,AE1,MBC.Masr.Drama.HD.ae,MBC Masr Drama HD,62,82.9,100.0,269.32,1,epgshare:SA2:EN:.MBC.Masr.Drama.sa:238.62,WINNER_OF_DUPLICATES
disney junior sa,openepg,saudiarabia1,Disney Junior.sa,Disney Junior.sa,143,37.9,100.0,269.26,1,openepg:saudiarabia2:Disney Junior.sa:215.45,WINNER_OF_DUPLICATES
dubai one,epgshare,AE1,Dubai.One.HD.ae,Dubai One HD,64,81.7,100.0,269.1,0,,UNIQUE
el mehwar,epgshare,AE1,El.Mehwar.HD.ae,El Mehwar HD,64,81.7,100.0,269.1,0,,UNIQUE
cartoon network arabic 1 qa,openepg,qatar5,Cartoon-Network-Arabic-1.qa,Cartoon-Network-Arabic-1.qa,482,37.7,0.0,268.89,1,openepg:qatar4:Cartoon-Network-Arabic-1.qa:179.3,WINNER_OF_DUPLICATES
majid sa,openepg,saudiarabia1,Majid.sa,Majid.sa,142,37.8,100.0,268.43,1,openepg:saudiarabia2:Majid.sa:215.72,WINNER_OF_DUPLICATES
sada el balad 2,epgshare,AE1,Sada.El.Balad.2.ae,Sada El Balad 2,63,81.7,100.0,268.39,0,,UNIQUE
dubai sports 2,epgshare,AE1,Dubai.Sports.2.ae,Dubai Sports 2,62,82.2,100.0,268.37,0,,UNIQUE
dubai sports 1,epgshare,AE1,Dubai.Sports.1.HD.ae,Dubai Sports 1 HD,61,82.3,100.0,267.81,1,epgshare:AE1:Dubai.Sports.1.ae:116.82,WINNER_OF_DUPLICATES
on e,epgshare,AE1,On.E.HD.ae,On E HD,62,81.7,100.0,267.7,0,,UNIQUE
yas,epgshare,AE1,Yas.TV.HD.ae,Yas TV HD,56,84.8,100.0,267.68,0,,UNIQUE
ستارزبلاي كريكيت 1,epgshare,AE1,ar:.ستارزبلاي.كريكيت.1.ae,ar: ستارزبلاي كريكيت 1,45,83.7,100.0,266.5,0,,UNIQUE
bab al hara,epgshare,SA2,EN:.Bab.Al.Hara.Channel.sa,EN: Bab Al Hara Channel,103,81.7,72.8,266.48,0,,UNIQUE
cbc,epgshare,AE1,CBC.ae,CBC,60,81.7,100.0,266.3,0,,UNIQUE
mbc1 masr,epgshare,SA2,EN:.MBC1.Masr.sa,EN: MBC1 Masr,119,81.7,62.2,266.02,0,,UNIQUE
nicktoons sa,openepg,saudiarabia5,NickToons HD.sa,NickToons HD.sa,100,57.7,100.0,265.89,0,,UNIQUE
mbc 2,epgshare,AE1,MBC.2.ae,MBC 2,57,82.2,100.0,264.87,0,,UNIQUE
bein sports news,epgshare,AE1,beIN.Sports.News.ae,beIN Sports News,54,81.7,100.0,262.1,0,,UNIQUE
palestine sport,epgshare,AE1,Palestine.Sport.ae,Palestine Sport,54,81.7,100.0,262.1,0,,UNIQUE
jordan sport,epgshare,AE1,Jordan.Sport.HD.ae,Jordan Sport HD,54,81.7,100.0,262.1,0,,UNIQUE
ksa sports 3,epgshare,AE1,KSA.Sports.3.HD.ae,KSA Sports 3 HD,54,81.7,100.0,262.1,0,,UNIQUE
kuwait sport,epgshare,AE1,Kuwait.Sport.HD.ae,Kuwait Sport HD,54,81.7,100.0,262.1,0,,UNIQUE
kuwait sport plus,epgshare,AE1,Kuwait.TV.Sport.Plus.HD.ae,Kuwait TV Sport Plus HD,54,81.7,100.0,262.1,0,,UNIQUE
oman sport,epgshare,AE1,Oman.TV.Sport.HD.ae,Oman TV Sport HD,54,81.7,100.0,262.1,0,,UNIQUE
on time sports,epgshare,AE1,On.Time.Sports.HD.ae,On Time Sports HD,54,81.7,100.0,262.1,0,,UNIQUE
ست ماكس,epgshare,AE1,ar:.ست.ماكس.ae,ar: ست ماكس,38,83.2,100.0,260.92,0,,UNIQUE
nickelodeon sa,openepg,saudiarabia5,Nickelodeon HD.sa,Nickelodeon HD.sa,91,57.7,100.0,259.6,0,,UNIQUE
samira,epgshare,AE1,Samira.HD.ae,Samira HD,50,81.7,100.0,259.3,0,,UNIQUE
starzplay cricket 1,epgshare,AE1,en:.STARZPLAY.Cricket.1.ae,en: STARZPLAY Cricket 1,45,83.7,100.0,258.5,0,,UNIQUE
آسيا نت موفيز,epgshare,AE1,ar:.آسيا.نت.موفيز.ae,ar: آسيا نت موفيز,32,83.2,100.0,256.72,0,,UNIQUE
movies action,epgshare,SA2,EN:.Movies.Action.sa,EN: Movies Action,42,81.7,97.6,255.94,0,,UNIQUE
rotana cinema egypt,epgshare,AE1,Rotana.Cinema.Egypt.ae,Rotana Cinema Egypt,43,82.7,100.0,255.75,0,,UNIQUE
ستارزبلاي رغبي,epgshare,AE1,ar:.ستارزبلاي.رغبي.ae,ar: ستارزبلاي رغبي,29,83.7,100.0,255.3,0,,UNIQUE
nile cinema,epgshare,AE1,Nile.Cinema.ae,Nile Cinema,44,81.7,100.0,255.1,0,,UNIQUE
dubai racing 1,epgshare,AE1,Dubai.Racing.1.HD.ae,Dubai Racing 1 HD,42,82.2,100.0,254.37,0,,UNIQUE
asianet movies,epgshare,AE1,en:.Asianet.Movies.HD.ae,en: Asianet Movies HD,32,83.2,100.0,253.72,0,,UNIQUE
rotana cinema ksa,epgshare,AE1,Rotana.Cinema.KSA.ae,Rotana Cinema KSA,42,81.7,100.0,253.7,0,,UNIQUE
aflam,epgshare,SA2,EN:.Aflam.sa,EN: Aflam,45,81.7,97.8,253.38,0,,UNIQUE
قناة طاش ae,openepg,uae6,قناة طاش.ae,قناة طاش.ae,96,44.5,100.0,253.27,0,,UNIQUE
dijlah zaman,epgshare,AE1,Dijlah.Zaman.ae,Dijlah Zaman,41,81.7,100.0,253.0,0,,UNIQUE
al hayah mosalsalat,epgshare,AE1,Al.Hayah.Mosalsalat.ae,Al Hayah Mosalsalat,41,81.7,100.0,253.0,0,,UNIQUE
set max,epgshare,AE1,en:.SET.Max.ae,en: SET Max,38,83.2,100.0,252.92,0,,UNIQUE
mix bel araby,epgshare,AE1,Mix.bel.Araby.TV.ae,Mix bel Araby TV,38,82.7,100.0,252.25,0,,UNIQUE
cima,epgshare,AE1,Cima.ae,Cima,38,82.7,100.0,252.25,0,,UNIQUE
rotana classic,epgshare,AE1,Rotana.Classic.ae,Rotana Classic,37,82.7,100.0,251.55,0,,UNIQUE
mix one,epgshare,AE1,Mix.One.ae,Mix One,37,81.9,100.0,250.47,0,,UNIQUE
mix,epgshare,AE1,Mix.ae,Mix,37,81.9,100.0,250.47,0,,UNIQUE
zee aflam,epgshare,AE1,Zee.Aflam.ae,Zee Aflam,37,81.7,100.0,250.2,0,,UNIQUE
mbc max,epgshare,SA2,EN:.MBC.MAX.sa,EN: MBC MAX,82,81.7,70.7,249.47,0,,UNIQUE
blippi and friends sa,openepg,saudiarabia5,Blippi and Friends.sa,Blippi and Friends.sa,74,57.7,100.0,247.69,2,openepg:saudiarabia1:Blippi And Friends.sa:226.54;openepg:saudiarabia2:Blippi And Friends.sa:189.41,WINNER_OF_DUPLICATES
starzplay rugby live,epgshare,AE1,en:.StarzPlay.Rugby.-.Live.ae,en: StarzPlay Rugby - Live,29,83.7,100.0,247.3,0,,UNIQUE
ناصر القصبي ae,openepg,uae6,ناصر القصبي.ae,ناصر القصبي.ae,86,44.3,100.0,246.0,0,,UNIQUE
bbc world sa,openepg,saudiarabia5,BBC World.sa,BBC World.sa,68,57.7,100.0,243.5,0,,UNIQUE
algérie 7,epgshare,AE1,Algérie.7.ae,Algérie 7,17,85.7,100.0,241.59,0,,UNIQUE
algérie 8,epgshare,AE1,Algérie.8.HD.ae,Algérie 8 HD,17,85.7,100.0,241.59,0,,UNIQUE
