provider,source,id,name,future_programmes,future_hours,desc_pct,sample_title,sample_desc,url
openepg,saudiarabia2,Al Emarat.sa,Al Emarat.sa,34,29.0,100.0,Kunna Ams,"Interconnected stories lauding virtues of tolerance and compassion, and narrating the twists of fate that bring together apparently unrelated characters at pivotal moments in their lives.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Al Hadath.sa,Al Hadath.sa,42,29.0,100.0,Studio Al Hadath,A news bulletin that covers the days biggest stories in comprehensive and fast-paced format.,https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Al Hayat.sa,Al Hayat.sa,30,29.0,100.0,Al Hayat,"Egyptian channel broadcasts a variety of entertainment programs, series, and interesting talk shows dealing with economy, politics and latest developments in Egypt and Arabia.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Al Kahera Walnas 2.sa,Al Kahera Walnas 2.sa,30,29.0,100.0,Al Kahera Wal Nas 2,"Bringing you non-stop entertainment, only on Al Kahera Wal Nas 2.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Al Kahera Walnas.sa,Al Kahera Walnas.sa,30,29.0,100.0,Al Kahera Wal Nas,"Bringing you non-stop entertainment, only on Al Kahera Wal Nas.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Al Mamlaka TV.sa,Al Mamlaka TV.sa,54,29.0,100.0,Sports Week-End,"The latest and most important sports news and events taking place in France and the all over the world, in this special weed-end edition.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Al Masriya.sa,Al Masriya.sa,30,29.0,100.0,Al Masriya,"Bringing you non-stop entertainment, only on Al Masriya.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Al Nahar Drama.sa,Al Nahar Drama.sa,23,29.0,100.0,Ittiham,"A poor girl who is offered to work overseas with a very good salary, discovers that she is a victim of deception and suffers a lot until she escapes from there with the help of a lawyer. Stay tuned as she gets ready to avenge those who were the reason to destroy her reputation.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Al Nahar.sa,Al Nahar.sa,36,28.5,100.0,Hayatok Min A-Ttabe'ah,"A program about lifestyle, health, and nutrition, offering scientific and practical advice for improving health using natural resources available in the environment.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Al Rai.sa,Al Rai.sa,0,0,0.0,,,https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Al Resalah.sa,Al Resalah.sa,76,28.3,100.0,Hams Al Zohour,An insight into the varied programs that help foster Islamic values in modern day families.,https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Al Thaqafeya.sa,Al Thaqafeya.sa,0,0,0.0,,,https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Amman TV.sa,Amman TV.sa,30,29.0,100.0,Amman TV,"The channel covers a diverse range of social, entertainment and religious content, as well as distinctive Arab series.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Animal Planet HD.sa,Animal Planet HD.sa,33,29.0,100.0,Crikey! It's The Irwins:Oscar The Grouchy Frogmouth,"Terri returns to her hometown in Oregon to help Brady, a cougar in need of a health check. At the zoo, Bindi bathes an echidna with bad skin allergies.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Asharq Discovery.sa,Asharq Discovery.sa,8,29.0,100.0,Asharq Discovery,"A diverse documentary experience exploring nature, history, science and cultures, with inspiring stories and remarkable discoveries from around the world.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Asharq Documentary.sa,Asharq Documentary.sa,8,29.0,100.0,Asharq Documentary,"A documentary channel exploring history, society, culture and contemporary issues through compelling stories, investigations and in-depth programmes from the region and around the world.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Asharq.sa,Asharq.sa,8,29.0,100.0,Asharq,"Continuous coverage of major political, economic and social developments, featuring analysis, field reports and interviews on the most important stories from the region and around the world.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Bahrain Sports TV.sa,Bahrain Sports TV.sa,30,29.0,100.0,Bahrain Sports TV,Bahrain Sports TV brings you the best in local and international sporting events.,https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Bahrain TV.sa,Bahrain TV.sa,30,29.0,100.0,Bahrain TV,Latest local and international news in addition to entertainment programs.,https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,BBC Arabic.sa,BBC Arabic.sa,30,29.0,100.0,BBC Arabic,"Stay tuned for the latest news, sports and business updates round the clock.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,BBC World News.sa,BBC World News.sa,65,28.5,100.0,The President's Path,Join Caitríona Perry and Sumi Somaskanda for a dynamic weekly discussion on the US presidency.,https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Bedaya.sa,Bedaya.sa,0,0,0.0,,,https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Bigg.sa,Bigg.sa,30,29.0,100.0,Bigg TV,"All you need to know from the world of e-sports, including the latest video game launches, tournaments, and the e-players making headlines across the globe.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Blippi And Friends.sa,Blippi And Friends.sa,62,28.2,100.0,Blippi:Blippi's London Adventure!,"Come explore the world with Blippi! There are so many exciting things to explore and learn. Feed your kids' curiosity while they learn about vehicles, animals, the natural world and so much more.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Bloomberg.sa,Bloomberg.sa,0,0,0.0,,,https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Cartoonito.sa,Cartoonito.sa,146,28.4,100.0,Mr. Bean:Charity Bean,Join the strange but hilariously funny Mr Bean and his life-long best friend (a stuffed teddy) on their hilarious adventures.,https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,CBC Drama.sa,CBC Drama.sa,30,29.0,100.0,CBC Drama,Channel offering a selection of brand new and classic Turkish and Egyptian drama series.,https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,CBC Extra News.sa,CBC Extra News.sa,30,29.0,100.0,CBC Extra News,An Arabic news channel broadcasting live coverage of current events from across the world.,https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,CBC Sofra.sa,CBC Sofra.sa,30,29.0,100.0,CBC Sofra,CBC Sofra serves up cuisines and cooking techniques from the Arab world.,https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,CBC.sa,CBC.sa,30,29.0,100.0,CBC,A contemporary entertainment channel offering a mix of popular series and talk shows.,https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,CN Arabic.sa,CN Arabic.sa,55,28.5,100.0,Mr. Bean:Game Over,Join the strange but hilariously funny Mr Bean and his life-long best friend (a stuffed teddy) on their hilarious adventures.,https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,CN English.sa,CN English.sa,42,28.5,100.0,Totally Spies!:Totally Talented,"A fresh, fast-paced and fun show about three Beverly Hills girlfriends who balance life at high school with the unpredictable pressures of international espionage!",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,CNBC Arabia.sa,CNBC Arabia.sa,47,28.5,100.0,Fi Al-Omeq,Learn more about the policy makers and leaders who shape the global economic frameworks.,https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,CNBC.sa,CNBC.sa,0,0,0.0,,,https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,CNN.sa,CNN.sa,40,29.0,100.0,Inside Africa,News magazine programme featuring reports on African political and social issues from host Isha Sesay and CNN correspondents across the continent.,https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Discovery Family HD.sa,Discovery Family HD.sa,37,28.6,100.0,American Chopper:Senior's Moment,"Real bikes. Real fights. Real man hugs. This cult series tracks the daily tension, tirades and triumphs of a father and son team.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Discovery HD.sa,Discovery HD.sa,37,28.5,100.0,Gold Divers:Fortune's Fools - Part 2,"In Nome, Alaska, the gold rush is on. Driven by gold fever and sometimes desperate need, miners pilot their ragtag dredges and dive with hoses to suck up gold from the bottom of the frigid, unpredictable Bering Sea.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Discovery ID.sa,Discovery ID.sa,32,29.0,100.0,Murder Under The Friday Night Lights:Breaking Bonds,"Showing the shocking crimes that rocked and divided tight-knit high school football devoted communities. When football is the lifeblood of the town, real blood is spilled.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Disney Channel.sa,Disney Channel.sa,73,28.4,100.0,Phineas And Ferb:The Fast And The Phineas,The boys convert Mom’s car into a giant remote-controlled car.,https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Disney Junior.sa,Disney Junior.sa,113,28.4,100.0,Ariel:The Chum-Ba-Chum/ Catfish Kerfuffle,"Set in the fantastical underwater kingdom of Atlantica, the series follows 8-year-old Ariel as she embarks on fun-filled, action-packed mermaid adventures with her friends.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Dubai One.sa,Dubai One.sa,23,28.5,100.0,Bi Tawqeet Dubai,"A social program highlighting life in Dubai through inspiring stories, major initiatives, achievements, and the city’s dynamic lifestyle, presented in a modern and engaging format.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Dubai Sports 2.sa,Dubai Sports 2.sa,23,29.4,100.0,Dutch League - Eredivisie:Feyenoord FC X Utrecht,Bringing you the latest matches from the Dutch League - Eredivisie.,https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Dubai Sports HD.sa,Dubai Sports HD.sa,26,28.4,100.0,WTT Star Contender:(Mixed Double – F),Don't miss all the action from the WTT Star Contender.,https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Dubai.sa,Dubai.sa,36,29.0,100.0,Mehmed: Fetihler Sultani:Episode 35,"When Ottoman Sultan, Fatih Sultan Mehmet, ascends the throne, he must defeat many enemies inside and outside the palace in order to conquer Istanbul, his biggest dream.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Fatafeat.sa,Fatafeat.sa,35,29.0,100.0,Matbakh Manal Al-Alem: Halaweyat:Episode 4,"Chef Manal Al-Alem, “The Queen of the Arabian Kitchen”, will grace your table with an amazing mix of traditional Arabic sweets & desserts, featuring some original recipes of her own.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Food Network.sa,Food Network.sa,43,29.0,100.0,The Pioneer Woman:Easy Entertaining,Ree cooks for her friends. She makes two easy dishes perfect for effortless entertaining – hearty vegetarian lasagne and butternut-squash and kale salad.,https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,France 24.sa,France 24.sa,136,28.2,100.0,Health First,"Using a blend of ancient wisdom and modern science, 'Health Comes First' examines topics ranging from nutrition, beauty, disease prevention, mental and physical health, with a special segment dedicated to answering queries posed by viewers on our Facebook page. Presented by Sonitta Dhaher.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Fujairah TV.sa,Fujairah TV.sa,30,29.0,100.0,Fujairah TV,"The channel reflects the rich heritage of the Emirate of Fujairah, and features diverse local content including news, culture, sports, technology, and much more.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,HGTV.sa,HGTV.sa,51,28.1,100.0,Renovation Aloha:Lahaina Fire Rebuild,Kamohai and Tristyn rebuild hope after the Lahaina fires.,https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Jordan TV.sa,Jordan TV.sa,30,29.0,100.0,Jordan TV,"The channel offers a range of TV shows that enshrine the Jordanian values ​​of tolerance, freedom of expression, moderation and pluralism.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,KidZone Max.sa,KidZone Max.sa,30,29.0,100.0,KidZone Max,Round-the-clock kids' entertainment from action-packed animated series to beloved classics.,https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,KSA Now.sa,KSA Now.sa,30,29.0,100.0,KSA Now,Round-the-clock entertainment for the whole family.,https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,LBC.sa,LBC.sa,26,29.0,100.0,Bila Tasneef:Episode 3,"A lively talk show featuring the biggest stars of acting and music as they open up about their artistic journeys, personal stories, and untold experiences. Each episode offers honest conversations and unexpected moments that reveal the real people behind the fame.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,LTV.sa,LTV.sa,30,29.0,100.0,LTV,"LTV is a diverse entertainment channel, that offers comedy and drama series as well as contests, game shows and quizzes that suit all viewers.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Majid.sa,Majid.sa,132,28.3,100.0,BELFORT & LUPIN,"At the Palace of Versailles, the king’s dog Belfort and the garden wolf Lupin are an inseparable duo. Together, they go on daring adventures to rescue royal and wild animals, proving that friendship knows no bounds.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,MBC 1 HD.sa,MBC 1 HD.sa,37,28.9,100.0,6 Shabab:Ra's As-Sanah,The men decide to celebrate New Year's Day by organizing a concert modelled on the famous Riyadh Season.,https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,MBC 2 HD.sa,MBC 2 HD.sa,19,28.6,100.0,Ocean's Eleven,Danny Ocean wants to score the biggest heist in history! He assembles an eleven member team and targets The Mirage as well as the MGM Grand owned by Terry Benedict …but it is most certainly not going to be easy to get in and out of those two popular Vegas hotels with 150 million dollars!,https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,MBC 3.sa,MBC 3.sa,102,28.3,100.0,Ahlan Simsim:Episode 21,"Ahlan Simsim follows the adventures of Basma and Jad, two best friends exploring their world - with lots of fun, laughter, and learning along the way!",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,MBC 4 HD.sa,MBC 4 HD.sa,42,28.2,100.0,Sandik Kokusu:Episode 207,"The series revolves around Karsu, who betrayed by her husband, decides to start life anew with her three children while also trying to rebuild a relationship with her estranged mother.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,MBC Action HD.sa,MBC Action HD.sa,38,29.0,100.0,Coppa Italia Highlights,Catch all the latest action from the football matches highlights of the Italian Cup.,https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,MBC Bollywood.sa,MBC Bollywood.sa,27,29.0,100.0,Yeh Rishta Kya Kehlata Hai:Episode 897,"Akshara and Abhimanyu are in love with each other, but destiny has other plans, when Aarohi, Akshara's jealous younger sister, also falls for him.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,MBC Drama HD.sa,MBC Drama HD.sa,30,29.0,100.0,Three Kingdoms:Episode 32,Adapted from the most famous Chinese literary work —“Romance of Three Kingdoms,https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,MBC MASR 2.sa,MBC MASR 2.sa,27,29.0,100.0,Sok Ala Ekhwatak:Episode 16,"When a poor young man goes to work in Cairo, he finds out that he is a member of a rich family that he has never met before. When his village behavior gets in the way of his posh family, it leads to a series of utterly hilarious situations that will have you laughing from beginning to end.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,MBC MASR.sa,MBC MASR.sa,24,28.5,100.0,Al Rajol Al Abyad Al Mutawasset,"A light comedy about Zaghlul and Adam who decide to end their lives, the first is a desperate poor soul and the other is a wealthy man who lost his business and",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,MBC Max HD.sa,MBC Max HD.sa,22,29.5,100.0,Spider-Man: Homecoming,"Between the usual chores of turning in homework and taking out the trash, and the not so usual one of taking down criminals, Peter Parker is one busy teenager indeed. And he's about to get a whole lot busier when a new villain emerges threatening to destroy everything Peter holds dear.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,MBC VARIETY.sa,MBC VARIETY.sa,37,28.4,100.0,Megamind,"Complete with action-packed adventure and side-splitting antics, this is a superhero movie with a hysterical twist. Anti-hero Megamind's dreams come true when he conquers Metro City's guardian Metro Man. But what happens when a new villain is created and chaos runs rampant?",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,MBC+ Drama HD.sa,MBC+ Drama HD.sa,38,28.5,100.0,Al Hasad Al Morr:Episode 2,"Zaina's world is shaken when she realizes that Jamshid may not be the man she trusts. As family pressures drive him further away, she must find a way to save their marriage before it falls apart.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Nat. Geo. AD.sa,Nat. Geo. AD.sa,38,28.4,100.0,Close Encounters of the Wild Kind,Stop scrolling and discover the truth behind what’s REALLY going on in the world’s wildest animal encounters.,https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Nat. Geo. Wild HD.sa,Nat. Geo. Wild HD.sa,39,28.3,100.0,The Incredible Dr. Pol:Pol On Patrol,"With more than 19,000 patients, Dr. Pol has seen it all. In this series, we’ll travel with him across rural Michigan to care for every family pet and livestock.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Nat. Geographic.sa,Nat. Geographic.sa,38,29.0,100.0,Mega Marine Machines:Floating Bridges,"Where building on land is impossible, engineers turn to floating bridges, battling traffic, weather, and shifting waters to keep these vital links safe.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Oman Al Thakafeyah.sa,Oman Al Thakafeyah.sa,41,29.0,100.0,Geological Journey,This program tracks Earth’s Geologic Journey probing layers of the planet and revealing the geologic mechanics that have shaped the land and water that surround us today.,https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Oman Mubasher.sa,Oman Mubasher.sa,42,29.0,100.0,Hudson and Rex,"Detective Charlie Hudson teams up with Rex, a brilliant K9 German Shepherd, forming a powerful duo that takes on the toughest criminal cases.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Oman Sport.sa,Oman Sport.sa,28,29.0,100.0,Arabian Gulf Cup:Oman x Qatar,Stay tuned to the best bits from the Arabian Gulf Cup matches.,https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Oman TV.sa,Oman TV.sa,42,29.0,100.0,Hudson and Rex,"Detective Charlie Hudson teams up with Rex, a brilliant K9 German Shepherd, forming a powerful duo that takes on the toughest criminal cases.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,One TV.sa,One TV.sa,30,29.0,100.0,One TV,An urban Arabic music channel with a wide variety of songs ranging from classics to the latest hits.,https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Punch TV.sa,Punch TV.sa,0,0,0.0,,,https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Riyadh Season.sa,Riyadh Season.sa,30,29.0,100.0,Riyadh Season,Line-up of some of the main events from the highly anticipated Riyadh Season 2024.,https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Rotana + HD.sa,Rotana + HD.sa,28,29.5,100.0,Sameer Abu-Neil,"Sameer has constant fights with his neighbors over his stingy ways. But when a wealthy cousin leaves him a huge fortune, Samir decides to set up a channel to discuss the issues of his neighborhood and then begins a political party.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Rotana Aflam +.sa,Rotana Aflam +.sa,19,28.5,100.0,Radd Fe'el,"When a murder investigation turns up no suspects, the case is closed much to officer Hassan's dismay. But when a second murder is committed in the same vicinity, the case is reopened and new investigations lead to a shocking discovery that you won’t want to miss!",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Rotana Cinema + US.sa,Rotana Cinema + US.sa,17,28.5,100.0,Zuqak Al-Medaq,"In the bustling side streets of Al-Hussein mosque lives are intertwined and close bonds are formed in the impoverished community, where survival is everything. Orphan Hamida dreams of a better life and when her fiancé travels she gets drawn into a seedy life that takes her on a dangerous path!",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Rotana Cinema HD.sa,Rotana Cinema HD.sa,16,29.0,100.0,Al-A'afareet,"Famous children's TV show host Karima is devastated when her infant daughter is kidnapped by a criminal gang. Years later, singer Amr Diab crosses paths with the daughter, now grown up and nicknamed Balia, and teams up with Karima to bring her home safely.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Rotana Cinema Masr.sa,Rotana Cinema Masr.sa,15,29.0,100.0,Qalb Oumuh,"When feared gangser Majdi Takhtoukh falls gravely ill, he gets a heart transplant from Younis’ deceased mother. Waking up after the surgery, Takhtoukh is transformed from a ruthless man to a fussy mother.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Rotana Classic HD.sa,Rotana Classic HD.sa,21,30.0,100.0,Aghani Al Aflam,A hand-picked selection of melodious movie songs.,https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Rotana Clip.sa,Rotana Clip.sa,30,29.0,100.0,Aghani Wa Video Clip,A selection of entertaining Arabic songs.,https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Rotana Comedy.sa,Rotana Comedy.sa,16,30.0,100.0,1000 Mabrouk,"A man stuck in a time warp, where he lives through the same day over and over, tries to escape the vicious circle he's trapped in by any means possible.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Rotana Drama HD.sa,Rotana Drama HD.sa,30,29.0,100.0,Wetqabel Habib:Episode 19,"Stranded on her wealthy ex-husband's estate, Layla AI-Qadhi unexpectedly falls in love with his brother Faris, sparking family conflict as they battle opposition to their forbidden love.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Rotana Khalijia HD.sa,Rotana Khalijia HD.sa,26,29.0,100.0,A-Da'wa A'ammah,"After an argument with his mother, a reckless young man is struck by a curse that makes him fail at every task he takes on, putting him in hilarious often absurd situations.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Rotana Kids.sa,Rotana Kids.sa,96,28.5,100.0,Star Seghar:Episode 34,Little children take the stage to wow the audience with their musical talent...it's fun time with the tiny tots!,https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Rotana M+ HD.sa,Rotana M+ HD.sa,30,29.0,100.0,Rotana M+ HD,A selection of the biggest hits from across the globe for all music lovers.,https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Rotana Music HD.sa,Rotana Music HD.sa,30,29.0,100.0,Mousica,"An entertaining line-up of music videos, clips and concerts.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Roya.sa,Roya.sa,30,29.0,100.0,Roya,Connects the community and addresses the youth and the adults alike with information and entertainment programs.,https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,RT Arabic.sa,RT Arabic.sa,58,28.6,100.0,Studio Cairo,"All the programs are described as talk shows where we invite celebrities to discuss current issues of local, regional or international importance.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,RT Documentary.sa,RT Documentary.sa,59,29.0,100.0,Red Alert,Stay tuned to the documentary Red Alert.,https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,RT News.sa,RT News.sa,58,28.5,100.0,New Order,"Featuring different aspects of life (ranging from news-related events and politics to heritage, culture, traditions, cuisine, wildlife and travel).",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Sama Dubai.sa,Sama Dubai.sa,36,28.5,100.0,Souq Al Maqassess:Episode 25,This hilarious drama showcases the negative issues in the Kuwaiti society which are created by contemporary materialistic living.,https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Saudi 1.sa,Saudi 1.sa,40,28.5,100.0,Ana aw la Ana,"A simple family is shaken by the loss of their father. The eldest son struggles to hold them together, while the younger son succumbs to greed, and the daughter drifts into a world of crime in search of power, leaving the family teetering on the brink of collapse.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Saudi Quran.sa,Saudi Quran.sa,30,29.0,100.0,Al Qura'an Al Kareem,Recitation from The Holy Quran.,https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Saudi Sports 1.sa,Saudi Sports 1.sa,30,29.0,100.0,Saudi Sports 1,"EPG currently unavailable, however you can 'Catch-Up' on your favorite programs.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Saudi Sports 2.sa,Saudi Sports 2.sa,30,29.0,100.0,Saudi Sports 2,Stay tuned for the best sporting events from around the globe.,https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Saudi Sports 3.sa,Saudi Sports 3.sa,30,29.0,100.0,Saudi Sports 3,Sports channel with the best in local and international sporting events.,https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Saudi Sunnah.sa,Saudi Sunnah.sa,30,29.0,100.0,Ahadith Nabawiya Shareefa,A collection of spiritually enlightening sayings of the Prophet Muhammed (PBUH).,https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,SBC.sa,SBC.sa,33,29.0,100.0,Faris bila Jawaz,"When his late grandfather’s will stipulates that he must get married within two months, a young man’s life is thrown into chaos. Greedy for the money but not willing to compromise on his high standards, will he be able to find a suitable bride in time?",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Sharjah Quran.sa,Sharjah Quran.sa,30,29.0,100.0,Sharjah Quran,"An Arabic Islamic channel broadcasting the verses of the Holy Quran round the clock, and various religious programmes.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Sharjah Sports.sa,Sharjah Sports.sa,30,29.0,100.0,Sharjah Sports,"Featuring coverage of local, Arab, and international sporting events and competitions.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Sharjah TV.sa,Sharjah TV.sa,30,29.0,100.0,Sharjah TV,"The channel offers a range of social, political, cultural and entertainment themed programs.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Sharqiya from Kalba.sa,Sharqiya from Kalba.sa,30,29.0,100.0,Sharqiya from Kalba,The channel represents an interactive media platform for the coverage of issues related to the Eastern region of the United Arab Emirates.,https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Sky News Arabia HD.sa,Sky News Arabia HD.sa,30,29.0,100.0,Sky News Arabia HD,"Sky News Arabia shines a light on the Arab world from the Arab world. Live from the heart of events, the coverage is fast and foremost with emphasis on journalism and innovation.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,SmartZone.sa,SmartZone.sa,30,29.0,100.0,SmartZone,"Tailored for the young teenagers, SmartZone MENA offers educational and entertaining, mainly factual programming, from all around the world.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Space Toon.sa,Space Toon.sa,61,28.8,100.0,The Smurfs,"Join in the fun with everyone's favourite blue skinned characters as they embark on bold adventures and try to avoid capture by the evil, horrible wizard Gargamel.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Sport 24.sa,Sport 24.sa,30,29.0,100.0,Kingdom Merchants,"The program showcases inspiring success stories from various businesses in the Kingdom of Saudi Arabia, presenting examples of individuals who have achieved success in their fields of work, with the goal of inspiring and motivating others.",https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,SSC News.sa,SSC News.sa,0,0,0.0,,,https://www.open-epg.com/files/saudiarabia2.xml
openepg,saudiarabia2,Star Action.sa,Star Action.sa,19,28.5,100.0,The Expendables 2,"When a seemingly simple job goes horribly wrong and one of their own is viciously killed, the Expendables are compelled to seek revenge in hostile territory where the odds are stacked against them.",https://www.open-epg.com/files/saudiarabia2.xml
